query,dish_name
bowl rice ghee chicken,Guntur Chicken Ghee Rice Bowl
olives with & hummus,Hummus & Pita with Olives
something like mcspicy,5 McSpicy Fried Chicken Bucket + 2 Dips + 2 Coke
burger zinger,Zinger Pro Burger
homestyle egg curry thali + 3 mini samosas,Homestyle Egg Curry Feast Thali + 3 Mini Samosas
midnight zinger & popcorn meal,Midnight Spicy Zinger & Popcorn Meal
shooting star ice (tub),Shooting Star Ice Cream (Tub)
meal try karna hai,Meal for 4: Veg Extravaganza & Indi Tandoori Paneer
meeal for 4: veg extravaganza & indi tandoori paneer,Meal for 4: Veg Extravaganza & Indi Tandoori Paneer
palak khichdi + + pickle + papad,Palak Khichdi + Curd + Pickle + Papad
Margherita Pizza Regular,Margherita Pizza Regular
500ml,Nilgiri Travel Tumbler- 500ml
desi ghee dal khichdi,Desi Ghee Dal Khichdi Bowl
kuch 100 chahiye,Mini Gulab Jamun Box 100 gm
meetha croissant,Tofu Spinach Croissant Sandwich
dinner masor,Masor Koni
kuch mohanthal chahiye,Mohanthal
baked cheese rice bowls (powered by firangi bake),Paneer Tikka Baked Cheese Rice Bowl
something matar,Mom Style Aloo Matar - Light Meal
piece] something,Eggless Fresh Cream Pineapple Pastry [1 Piece]
330ml sugar zero coca,Coca Cola Zero Sugar 330ml
fruit,Fruit Overload Ice Cream (Tub)
tandoori banao,Tandoori Grilled Chicken Wings [50g Protein]
something mutter,Kaju Mutter
deluxe pizza,Deluxe Veggie Pizza
chicken,Chicken Chilli Garlic Fried Rice Bowl.
combo break take,Take a break Combo
nenthran banao,Coconut Rice With Nenthran Moilee (vegan / Gluten Free)
andhra pradesh dish,Kakinada khaja
kuch surprise chahiye,McSaver Korean Chicken Surprise Burger.
amritsari,Amritsari Chole [Steamed Rice] Bowl
rice] try karna hai,NH1 Dhaba Egg Curry [Steamed Rice] Bowl
something pemium,Korean Mc Spicy Premium Paneer Burger Combo (M).
spicy mexicana,Taco Mexicana Non Veg
(10cm) paneer tandoori,Tandoori Paneer Craver (10cm)
hamper gift luxury,Luxury Gift Hamper Basket
meetha everyday,Palak Paneer - Everyday Thali
meetha mcflurry,Mcflurry Oreo ( S )
home-ade,Home-made Ginger Ale
5,5 Course Meal: Non Veg Loaded Pizza
Chicken Tikka Supreme,Chicken Tikka Supreme
something smoothi.,Mango Smoothie.
somethhing tadka,Dal Tadka Mini Rice Bowl
punjabi banao,Punjabi Chole
rice something,Sambar Rice Bowl
mccheese wala,McCheese Burger Veg Combo with Corn.
popcorn - large,Chicken Popcorn - Large
masaledar koni,Masor Koni
chicken,Chicken Tikka Masala Biryani
egg & mcmuffin + hashbrown,Egg & Cheese McMuffin + Hashbrown
pesarattu try karna hai,Protein Pesarattu ( Gluten Free / High Protein )
something (m)).,Korean Mc Spicy Premium Chicken Burger Combo (M).
fried,Fried Chicken Kebab (Boneless)
kuch khandvi chahiye,Khandvi
veg homely - everyday thali,Sunday Paneer Curry - Everyday Thali
something crisy,Hot & Crispy Chicken - 6 pcs
biryani dum chicken half,Half Hyderabadi Chicken Dum Biryani
avial course main,Avial
something fries,Fries (Large)
chatpata like something,Chatpata Chicken Feast
kozhambu Kaara,Kaara kozhambu
khichdi podi,Ghee Podi Khichdi
sambar bowl,Sambar Rice Bowl
the royal garlic with cheesy dip,The Royal Garlic Knots with Cheesy Dip
kuch splish chahiye,Splish Splash Ice Cream (Tub)
ultimate something,Ultimate Spinach Pizza
korean try karna hai,Korean Shake Shake Fries (M).
shawarma spicy,Classic Chicken Shawarma Bowl
meetha rizz,Rizz Fizz
kuch (m) chahiye,Mexican Corn & Cheese Burger + Fries (M)
cheeseburst try karna hai,Cheeseburst - Farmhouse Pizza
townhall's banao,Townhall's Kadhai Paneer [Steamed Rice] Bowl
meetha curry,Egg Curry Mini Rice Bowl
veg kereai,Keerai poriyal
wrap mozzarella & chicken,Peri-Peri Chicken & Mozzarella Wrap
highway chicken tikka,Highway Dhaba Chicken Tikka
tiffins,Carrot & Dill Paddu ( Vegan / Gluten Free )
Rice Cauliflower,Cauliflower Rice
something like regular,Gold Edition - Regular Fries
cheese spicy,Corn & Cheese Burger + Coke
meetha chawal,Chole Chawal
nimbenu spicy,Tulsi Nimbenu Soup ( Vegan )
cookies something,Cookies 'N Cream Ice Cream
spicy baji,Pav Bhaji
kuch gulab chahiye,Paneer Handi Mughal Biryani + Gulab Jamun + Lem...
(regular something,Splish Splash Ice Cream (Regular Scoop)
very berry strawberry cream (family prepack 700ml),Very Berry Strawberry Ice Cream  (Family Prepack 700ml)
tikka something,Creamy Chicken Tikka Rice Bowl
croissant banao,Croissant
kuch egg chahiye,Egg & Cheese McMuffin Protein Plus Meal
kuch butter chahiye,Panneer Butter Masala
chocoate almond praline ice cream (small scoop),Chocolate Almond Praline Ice Cream (Small Scoop)
[400g] loaf,Multigrain Loaf [400g]
seet modak,Modak
curry try karna hai,Egg Curry Rice
kumol wala,Kumol Sawul
Mini Tangy Tomato Cheesiken Rice,Mini Tangy Tomato Cheesiken Rice
dessert halwa,Sohan halwa
stuffed garlic bread classic,Stuffed Garlic Bread - Classic
mcveggie spicy,Crispy Veggie Burger + McVeggie Burger + Fries (M)
spicy khamani,Sev khamani
masaledar khandvi,Khandvi
meetha kombucha,Salted Lime Kombucha
pick farmer's,Farmer's Pick Pizza
hunan paener dry - mini,Hunan Paneer Dry - Mini
kuch steamed chahiye,Steamed Basmati Rice
fruit overload ice cream (smal,Fruit Overload Ice Cream (Small Scoop)
want to try iced,Cappuccino (S) + Iced Coffee (S)
ml sipper- coromandel,Coromandel Sipper- 500 Ml
mini,Mini Tangy Tomato Cheesiken Rice
Bowl Biryani Dum Egg,Egg Dum Biryani Bowl
burger + fries (m) + piri piri mix,McVeggie Burger + Fries (M) + Piri Piri Mix
meetha paravannam,Paravannam
something lkie goja,Goja
pesto & feelgood salad [30g - high protein],Pesto & Paneer FeelGood Salad [30g - High Protein]
tandoori something,Tandoori Paneer Craver (10cm)
Mughlai Falafel Rice Bowl,Mughlai Falafel Rice Bowl
chicken wala,NH1 Chicken Tikka Masala [Masala Rice] Bowl
mithai gulab,Gulab jamun
shahi banao,Shahi Tukda
khar banao,Khar
kothamali,Kothamali sadam
chicken spicy,Chicken Haleem
spiicy chicken,Chicken Chilli Garlic Noodles Bowl
chicken wala,Chef's Special Chicken Mughal Biryani
paratha like something,Corn n Cheese Paratha Pizza
spicy mushroom,Mushroom Masala - Feast Thali
Pizza Fresh Garden,Garden Fresh Pizza
bowl,NH1 Special Aloo Palak Steamed Rice Bowl
spicy [paratha],NH1 Chicken Tikka Masala [Paratha] Bowl
lunch sev,Sev tameta
homestyle - feast thali,Homestyle Rajma - Feast Thali
(non-veg) something,Party for 2 (Non-Veg) @Rs. 85 off
meetha coke,Coke Can
kuch gelato chahiye,Mango & Cream Gelato (Tub)
thayir try karna hai,Thayir sadam
native banao,Go Native Guntur Idli
buddha bowl ( high protein & gluten free ),Paneer Buddha Bowl ( High Protein & Gluten Free )
chocoholic wala,Chocoholic Pastry [1 Piece]
french like something,French Fries - Medium
korean surprise burger + korean yuzu-pop sprite,Korean Chicken Surprise Burger + Korean Yuzu-Pop Sprite
pizza burst cheese,Cheeseburst - Spicy Chicken Treat Pizza
bread,Fiery Corn & Jalapeno Garlic Bread
mccrispy chicken burger protein (1 slice),McCrispy Chicken Burger Protein Plus (1 Slice)
vanilla cream,Vanilla Cream Frappuccino
masala like something,Corn Masala Rice Bowl
something like sundae,Oreo Sundae ( M )
iced coffee hazelnut,Iced Coffee with Hazelnut
kuch paneer chahiye,Paneer Masala - Light Meal
kombucha try karna hai,Salted Lime Kombucha
chokha banao,Litti chokha
snack dhokla,Dhokla
classic spicy,Classic Bread Stix
spicy premium,Korean Mc Spicy Premium Paneer Burger Combo (M).
want to try cappuccino,Butter Croissant + Cappuccino
want to try combo,Rice & Bites combo
2 crispy veggie + 2 fries (m) + veg pizza mcpuff,2 Crispy Veggie Burger  + 2 Fries (M) + Veg Pizza McPuff
sunday chicken - everyday thali,Sunday Chicken Curry - Everyday Thali
something like reusable,7Up Reusable Bottle
chicken blazing volcano,Cheese Volcano Blazing Chicken
want to try kingdom,Cheeseburst - Chicken Kingdom Pizza
iftaar special,Dahi vada
spicy punjabi,Punjabi Style Matar Paneer Masala Rice Bowl
want to try crispy,Crispy Veggie Burger Meal (M).
chicken dish,Chicken razala
Coffee McCafe-Classic,McCafe-Classic Coffee
makhani paneer tikka bread,Makhani Paneer Tikka Garlic Bread
ice - green apple flavour,Ice Tea - Green Apple flavour
hot,Hot & Crispy Chicken- 2 pcs
cheese with tikki mcaloo,Mexican McAloo Tikki with Cheese
kuch cheesecake chahiye,Cheesecake (1pc)
want to try cup,Salted Caramel Cream Cup
pizza overload veg cheeseburst,Cheeseburst - Veg Overload Pizza
spicy chicken,Chilli Chicken Bowl
kuch chicken chahiye,Chicken Tikka Supreme
something like alphonso,Alphonso Mango Ice Cream
meetha bisi,Bisi bele bath
raseela something,Mutter Poori With Aloo Raseela ( No Onion / Garlic )
veg paak,Copra paak
spicy chicken,Chicken Curry and Yellow Dal Tadka Meal
meetha chicken,Chicken Popcorn - Large
maala,Kaju Masala
Bowl Rice Lababdar Paneer,Paneer Lababdar Rice Bowl
kofta spicy,Kofta
kuch chicken chahiye,20 Pc Chicken Nuggets
pizza,Peppy Paneer Pizza
meetha mayonnaise,Veg Mayonnaise Dip
south snack,Attu
hummus,Hummus & Pita with Olives
onion and cream,Cream and Onion Dip
mccafe-classic wala,McCafe-Classic Coffee
want to try kombucha,Salted Lime Kombucha
something cream,Cotton Candy Ice Cream (Regular Scoop)
coke wala,Coke Can (6 Nos)
zucchini zoodles and plant based kofta ( vegan / high protein ),Zucchini Zoodles And Plant Based Kofta Bowl ( Vegan / High Protein )
kaju dessert,Kaju katli
chicken try karna hai,Chicken Mingles Bucket Meal
something like tandoori,Tandoori Murg Pasta
vegan like something,Tulsi Nimbenu Soup ( Vegan )
something like volcano,Cheese Volcano Blazing Chicken
(med) pizza chicken tandoori,Tandoori Chicken Burst Pizza (Med)
kachori nashta,Kachori
food style south,Keerai sadam
want to try chocolate,Chocolate Flavoured Shake+ Fries (M)
something like dry,Hunan Chicken Dry - Mini
mania herbed chicken pizza box,Cheesy Mania Herbed Chicken Pizza Box
doodhpak sweet,Doodhpak
teekha prawn,Prawn malai curry
paneer lababdar rice (protein-21g),Paneer Lababdar Rice Bowl (Protein-21g)
curries and breads,Steamed Basmati Rice
angoori (12 nos),Angoori Jamun (12 Nos)
veg pesarattu,Pesarattu
(m). try karna hai,Korean Mc Spicy Premium Chicken Burger Combo (M).
thali biryani paneer chef's,Chef's Special Paneer Biryani Thali
veg kheer,Kheer
rajma [steamed rice] bowl,Delhi-6 Rajma [Steamed Rice] Bowl
spicy angara,Angara Paneer Tikka [10 Pcs]
chapati banao,Chapati
peacch ice tea,Peach Ice Tea
chicken pc 20,20 Pc Chicken Nuggets
something dhondas,Dhondas
ice cream.(small scoop),Vanilla Ice Cream.(small Scoop)
Strawberry Green Tea (S),Strawberry Green Tea (S)
pindi wala,Pindi Chole Rice Bowl
corn & volcano,Corn & Cheese Volcano
chicken,Chicken Longer Burger & 2 Strips Combo
classic chicken rice - biryani style,Classic Chicken Rice Bowl - Biryani Style
garlic bread with truffled oyster mushroom,Stuffed Garlic Bread With Truffled Oyster Mushroom
kuch makhani chahiye,Dal makhani
bowl rice egg mughlai,Mughlai Egg Curry Rice Bowl
(tub),Three Cheers Chocolate Ice Cream (Tub)
steamed,Steamed Basmati Rice
cappuccino wala,Blonde Cappuccino
masor veg non,Masor Koni
kuch fresh chahiye,Fresh Iced Tea - Peach
kuch tandoori chahiye,Tandoori Chicken Burst Pizza (Reg)
special paneer biryani thali,Chef's Special Paneer Biryani Thali
chicken wala,Meal for 2: Pepper BBQ Chicken & Spiced Double Chicken
mcpuff try karna hai,McAloo Tikki Burger + Veg Pizza McPuff + Piri Piri Spice Mix
tikki,Aloo tikki
meatball wala,Chicken Meatball Kebab (5 Pcs)
paneer banao,Palak Paneer - Feast Thali
homestyle,Homestyle Rajma - Light Meal
meetha chocolate,Chocolate Almond Praline Ice Cream (Tub)
spicy galic,Garlic Aioli 50ml
firangi bbq,Firangi BBQ Chicken
makki di roti da saag,Makki di roti sarson da saag
seafood,Maach Jhol
somtehing like paneer,Hunan Paneer Bowl
protein] [40g salad chicken,Chicken Peppy Salad [40g Protein]
[pack like something,Ghee Tikona Paratha [Pack of 3]
mexican spicy,Mexican McAloo Tikki Burger + Fries (L)
mcflurry wala,Mcflurry Oreo ( S )
Egg & Cheese McMuffin - Sandwich,Egg & Cheese McMuffin - Sandwich
meetha amti,Amti
(tub) ice overload fruit,Fruit Overload Ice Cream (Tub)
shahi veg,Shahi tukra
spicy amritsari,Amritsari Egg Tadka Rice Bowl + Gulab Jamun
soemthing evolved,Evolved Burger Slider
spicy dhal,Dhal Fry
bowl mini kheema chicken,Chicken Kheema Mini Rice Bowl
meetha classic,Classic Chicken Masala Rice Bowl + 3 Mini Samosas
veggie fresh,Fresh Veggie Pizza
spicy carrier,Andhra Veg Carrier Meals (For 3-4)
spicy biscoff,Lotus Biscoff Ice Cream (Tub)
mirinda banao,Mirinda Can 300 ml
rongi spicy,Rongi
andhhra non-veg (for 1),Andhra Non-veg Meals (For 1)
proteni],Pesto Paneer & Cheese Sandwich [35g Protein]
veg maharaja mac combo,Veg Maharaja Mac Burger Combo
something chicken,4 Pcs Chicken Nuggets
poornalu dessert,Poornalu
cheese like something,Paneer Tikka Baked Cheese Rice Bowl
course main north,Kadai paneer
special chicken biryani thalli,Chef's Special Chicken Biryani Thali
paneer spicy,Palak paneer
Bhel puri,Daal puri
anarsa sweet,Anarsa
dominator try karna hai,Dominator Party for 2 (Non-Veg) @Rs. 140 off
spicy latte,Iced Latte
(medium) spicy,Potato Wedges (Medium)
mcveggie spicy,McVeggie Burger Protein Plus (1 Slice)
cream ice candy cotton,Cotton Candy Ice Cream Rocks
chhena,Chhena poda
Cheeseburst - Spicy Chicken Treat Pizza,Cheeseburst - Spicy Chicken Treat Pizza
any 3 biryanis thums up & choco lava cake],Any 3 Biryanis [FREE Thums Up & Choco Lava Cake]
Blueberry 'N White Chocolate Ice Cream (Small Scoop),Blueberry 'N White Chocolate Ice Cream (Small Scoop)
protein],Paneer Tikka Whole Bowl [55g Protein]
2 veg patty,2 pc Veg Patty
jalandhari banao,Jalandhari Mushroom Masala [Masala Rice] Bowl
Thai Spicy Chicken Roll,Thai Spicy Chicken Roll
spicy dudhi,Dudhi halwa
something like bogo,Black Forest Mcflurry (M) BOGO
"something like protein,","Chicken Tikka Keto Bowl [71g Protein, 30g Carbs]"
something cheese,Cheese Garlic Bread
(tub) cream splash splish,Splish Splash Ice Cream (Tub)
parfait,Amaranth Parfait
meetha (eggless),Premium Gift Hamper Basket (Eggless)
masala Tikka Chicken,Chicken Tikka masala
barbeque like something,Barbeque Chicken Mini Rice Bowl
Coconut Rice (jain),Coconut Rice (jain)
malai makhani rice bowl + gulba jamun,Malai Makhani Kofta Rice Bowl + Gulab Jamun
hop scotch butterscotch ice,Hop Scotch Butterscotch Ice Cream
ale,Home-made Ginger Ale
meetha surprise,Chicken Surprise Burger Combo
moong something,Desi Ghee Moong Dal Halwa [500 gm]
veg kofta light meal,Veg Kofta - Light Meal
rizz wala,Rizz Fizz
light main course,Aloo shimla mirch
kuch cream.(small chahiye,Tender Coconut Ice Cream.(small Scoop)
kuch paneer chahiye,Paneer Loaded Pesto Pasta
garlic toor dal khichdi bowl,Butter Garlic Toor Dal Khichdi Bowl
dinner dum,Dum aloo
cheesy banao,Cheesy Mania Corn Pizza Box
crispy burger + mcveggie burger + fries (m),Crispy Veggie Burger + McVeggie Burger + Fries (M)
chocolate banao,Chocolate Fudge Brownie
something like tadka,Dal Tadka Dhaba Style Rice Bowl
Coconut vadi,Coconut vadi
east dessert,Phirni
north east khaana,Pithe
townahll's paneer [masala rice] bowl,Townhall's Kadhai Paneer [Masala Rice] Bowl
overload wala,Fruit Overload Ice Cream (Regular Scoop)
mcaloo tikki burger + veg pizza mcpuff + piri piri spice,McAloo Tikki Burger + Veg Pizza McPuff + Piri Piri Spice Mix
5 course meal: pepper chicken pizza,5 Course Meal: Pepper BBQ Chicken Pizza
cake lava velvet,Red Velvet Lava Cake
chicken masala biryani,Chicken Tikka Masala Biryani
kutchi banao,Kutchi dabeli
something classic,Classic Chicken Craver (10cm)
coffee style spanish,Spanish Style Iced Coffee
jello mello ice cream,Jello Mello Ice Cream (Tub)
chocolate wala,Eggless Rich Chocolate Cake [500g]
masaledar gatta,Gatta curry
dessert light,Til Pitha
spicy hellboy,The Hellboy Pizza
tikka,Tandoori Fish Tikka
mcveggie burger + fries,McVeggie Burger + Fries (M)
pcs) wings chicken tandoori,Tandoori Chicken Wings (12 Pcs)
want to try cheesecake,Chocolate Cheesecake Slice
kuch chicken chahiye,Chicken Masala Curry Feast Thali + Masala Chaas
naughty wala,Naughty Nutella Ice Cream (Tub)
mcspicy paneer wth multi-millet bun,McSpicy Paneer Burger with Multi-Millet Bun
something paneer,Motu Patlu Kids Peri Peri Paneer Pizza Party
(med) pizza burst tandoori,Tandoori Chicken Burst Pizza (Med)
olo,Spaghetti Aglio E Olio
stuffed garlic bread with sun-dried,Stuffed Garlic Bread with Sun-dried Tomatoes
chicken wala,Singh Da Saag Chicken Steamed Rice Bowl
300 can mirinda,Mirinda Can 300 ml
bowl biryani,Veg Biryani Bowl
kuch chicken chahiye,Rasam Rice and Chicken Masala Fry Bowl
black ice cream (regular scoop),Black Currant Ice Cream (Regular Scoop)
mcaloo burger protein plus+ corn + coke zero,McAloo Tikki Burger Protein Plus+ Corn + Coke Zero
Punjabi Dum Aloo [Steamed Rice] Bowl,Punjabi Dum Aloo [Steamed Rice] Bowl
black forest mcflurry (m),Black Forest Mcflurry (M) BOGO
pizza farmhouse cheeseburst,Cheeseburst - Farmhouse Pizza
chicken something,Korean Tangy Roll & Popcorn Chicken Meal
sandwich),Sophie (Feta & Olives Sandwich)
pcs) chapati roti tawa,Tawa Roti Chapati (4 Pcs)
something mcmuffin,Veg McMuffin 3 Pc Meal
ferrero spicy,Ferrero Moments Mousse Ice Cream (Tub)
meetha cheeseburst,Cheeseburst - Chicken Kingdom Pizza
meetha chicken,Andhra Chicken Curry Rice Bowl
khandvi veg,Khandvi
garlic breadsticks + cheesy,Garlic Breadsticks + Cheesy Dip
main course dom,Konir Dom
creamy dal,Creamy Spinach Popeye Pizza
masala Bhindi,Bhindi masala
handwo spicy,Handwo
velvet something,Rich Red Velvet Pastry
Slice Cheesecake Chocolate,Chocolate Cheesecake Slice
classic,Classic Corn Cup
pepperoni spicy,Chicken Pepperoni Thin n Crispy
chicken pulusu rice bowl,Chicken Pulusu Ghee Rice Bowl
(regular wala,Splish Splash Ice Cream (Regular Scoop)
dal tadka dhbaa [paratha] bowl,Dal Tadka Dhaba Style [Paratha] Bowl
mcchicken patty burger combo,McChicken Double Patty Burger Combo
something like hakka,Veg Hakka Noodles Bowl
Mutton Kheema Signature Rice Bowl,Mutton Kheema Signature Rice Bowl
meetha sandwich,Smoked Chicken Sandwich
want to try splash,Splish Splash Ice Cream (Small Scoop)
classic paneer tikak [10,Classic Paneer Tikka [10 Pcs]
2 pc veg,2 pc Veg Patty
mccheese burger veg combo corn,McCheese Burger Veg Combo with Corn
kuch matar chahiye,Mom Style Aloo Matar - Feast Thali
tandoori grilled chicken [50g protein],Tandoori Grilled Chicken Wings [50g Protein]
spicy punjabi,Punjabi Kadhi Pakoda Rice Bowl
